 0.84524  0.85374 1.51958e-02 0.0 0.0 1.51958e-02
 0.85374  0.86232 1.51509e-02 0.0 0.0 1.51509e-02
 0.86232  0.87099 1.51898e-02 0.0 0.0 1.51898e-02
 0.87099  0.87974 1.53010e-02 0.0 0.0 1.53010e-02
 0.87974  0.88858 1.56003e-02 0.0 0.0 1.56003e-02
 0.88858  0.89751 1.62292e-02 0.0 0.0 1.62292e-02
 0.89751  0.90653 1.62403e-02 0.0 0.0 1.62403e-02
 0.90653  0.91564 1.59198e-02 0.0 0.0 1.59198e-02
 0.91564  0.92484 1.55639e-02 0.0 0.0 1.55639e-02
 0.92484  0.93414 1.57235e-02 0.0 0.0 1.57235e-02
 0.93414  0.94353 1.57632e-02 0.0 0.0 1.57632e-02
 0.94353  0.95301 1.57364e-02 0.0 0.0 1.57364e-02
 0.95301  0.96259 1.58503e-02 0.0 0.0 1.58503e-02
 0.96259  0.97226 1.57581e-02 0.0 0.0 1.57581e-02
 0.97226  0.98203 1.57031e-02 0.0 0.0 1.57031e-02
 0.98203  0.99190 1.57322e-02 0.0 0.0 1.57322e-02
 0.99190  1.00187 1.58415e-02 0.0 0.0 1.58415e-02
 1.00187  1.01194 1.58980e-02 0.0 0.0 1.58980e-02
 1.01194  1.02211 1.58038e-02 0.0 0.0 1.58038e-02
 1.02211  1.03238 1.57029e-02 0.0 0.0 1.57029e-02
 1.03238  1.04276 1.54435e-02 0.0 0.0 1.54435e-02
 1.04276  1.05324 1.51198e-02 0.0 0.0 1.51198e-02
 1.05324  1.06383 1.49693e-02 0.0 0.0 1.49693e-02
 1.06383  1.07452 1.49610e-02 0.0 0.0 1.49610e-02
 1.07452  1.08532 1.50602e-02 0.0 0.0 1.50602e-02
 1.08532  1.09622 1.53233e-02 0.0 0.0 1.53233e-02
 1.09622  1.10724 1.56392e-02 0.0 0.0 1.56392e-02
 1.10724  1.11837 1.60781e-02 0.0 0.0 1.60781e-02
 1.11837  1.12961 1.63961e-02 0.0 0.0 1.63961e-02
 1.12961  1.14096 1.63909e-02 0.0 0.0 1.63909e-02
 1.14096  1.15243 1.63593e-02 0.0 0.0 1.63593e-02
 1.15243  1.16401 1.65934e-02 0.0 0.0 1.65934e-02
 1.16401  1.17571 1.66312e-02 0.0 0.0 1.66312e-02
 1.17571  1.18753 1.65195e-02 0.0 0.0 1.65195e-02
 1.18753  1.19946 1.62721e-02 0.0 0.0 1.62721e-02
 1.19946  1.21152 1.58460e-02 0.0 0.0 1.58460e-02
 1.21152  1.22369 1.55183e-02 0.0 0.0 1.55183e-02
 1.22369  1.23599 1.53063e-02 0.0 0.0 1.53063e-02
 1.23599  1.24841 1.51190e-02 0.0 0.0 1.51190e-02
 1.24841  1.26096 1.49517e-02 0.0 0.0 1.49517e-02
 1.26096  1.27363 1.49351e-02 0.0 0.0 1.49351e-02
 1.27363  1.28643 1.50961e-02 0.0 0.0 1.50961e-02
 1.28643  1.29936 1.53767e-02 0.0 0.0 1.53767e-02
 1.29936  1.31242 1.56913e-02 0.0 0.0 1.56913e-02
 1.31242  1.32561 1.59084e-02 0.0 0.0 1.59084e-02
 1.32561  1.33893 1.63081e-02 0.0 0.0 1.63081e-02
 1.33893  1.35239 1.65412e-02 0.0 0.0 1.65412e-02
 1.35239  1.36598 1.67852e-02 0.0 0.0 1.67852e-02
 1.36598  1.37971 1.68852e-02 0.0 0.0 1.68852e-02
 1.37971  1.39358 1.69952e-02 0.0 0.0 1.69952e-02
 1.39358  1.40758 1.69701e-02 0.0 0.0 1.69701e-02
 1.40758  1.42173 1.68223e-02 0.0 0.0 1.68223e-02
 1.42173  1.43602 1.66728e-02 0.0 0.0 1.66728e-02
 1.43602  1.45045 1.64528e-02 0.0 0.0 1.64528e-02
 1.45045  1.46503 1.62532e-02 0.0 0.0 1.62532e-02
 1.46503  1.47975 1.61205e-02 0.0 0.0 1.61205e-02
 1.47975  1.49462 1.59563e-02 0.0 0.0 1.59563e-02
 1.49462  1.50965 1.57794e-02 0.0 0.0 1.57794e-02
 1.50965  1.52482 1.55682e-02 0.0 0.0 1.55682e-02
 1.52482  1.54014 1.53939e-02 0.0 0.0 1.53939e-02
 1.54014  1.55562 1.53322e-02 0.0 0.0 1.53322e-02
 1.55562  1.57126 1.53534e-02 0.0 0.0 1.53534e-02
 1.57126  1.58705 1.53259e-02 0.0 0.0 1.53259e-02
 1.58705  1.60300 1.54957e-02 0.0 0.0 1.54957e-02
 1.60300  1.61911 1.59587e-02 0.0 0.0 1.59587e-02
 1.61911  1.63538 1.63435e-02 0.0 0.0 1.63435e-02
 1.63538  1.65182 1.65183e-02 0.0 0.0 1.65183e-02
 1.65182  1.66842 1.66078e-02 0.0 0.0 1.66078e-02
 1.66842  1.68519 1.66672e-02 0.0 0.0 1.66672e-02
 1.68519  1.70212 1.68360e-02 0.0 0.0 1.68360e-02
 1.70212  1.71923 1.68608e-02 0.0 0.0 1.68608e-02
 1.71923  1.73651 1.67983e-02 0.0 0.0 1.67983e-02
 1.73651  1.75396 1.67511e-02 0.0 0.0 1.67511e-02
 1.75396  1.77159 1.67880e-02 0.0 0.0 1.67880e-02
 1.77159  1.78939 1.67693e-02 0.0 0.0 1.67693e-02
 1.78939  1.80738 1.66801e-02 0.0 0.0 1.66801e-02
 1.80738  1.82554 1.66781e-02 0.0 0.0 1.66781e-02
 1.82554  1.84389 1.67160e-02 0.0 0.0 1.67160e-02
 1.84389  1.86242 1.66379e-02 0.0 0.0 1.66379e-02
 1.86242  1.88114 1.65717e-02 0.0 0.0 1.65717e-02
 1.88114  1.90004 1.63504e-02 0.0 0.0 1.63504e-02
 1.90004  1.91914 1.64013e-02 0.0 0.0 1.64013e-02
 1.91914  1.93843 1.63070e-02 0.0 0.0 1.63070e-02
 1.93843  1.95791 1.62310e-02 0.0 0.0 1.62310e-02
 1.95791  1.97759 1.60808e-02 0.0 0.0 1.60808e-02
 1.97759  1.99746 1.59052e-02 0.0 0.0 1.59052e-02
 1.99746  2.01754 1.58035e-02 0.0 0.0 1.58035e-02
 2.01754  2.03781 1.57630e-02 0.0 0.0 1.57630e-02
 2.03781  2.05829 1.57823e-02 0.0 0.0 1.57823e-02
 2.05829  2.07898 1.58211e-02 0.0 0.0 1.58211e-02
 2.07898  2.09987 1.58868e-02 0.0 0.0 1.58868e-02
 2.09987  2.12098 1.59961e-02 0.0 0.0 1.59961e-02
 2.12098  2.14229 1.62091e-02 0.0 0.0 1.62091e-02
 2.14229  2.16383 1.63630e-02 0.0 0.0 1.63630e-02
 2.16383  2.18557 1.65041e-02 0.0 0.0 1.65041e-02
 2.18557  2.20754 1.67916e-02 0.0 0.0 1.67916e-02
 2.20754  2.22972 1.68202e-02 0.0 0.0 1.68202e-02
 2.22972  2.25213 1.70690e-02 0.0 0.0 1.70690e-02
 2.25213  2.27477 1.72982e-02 0.0 0.0 1.72982e-02
 2.27477  2.29763 1.73913e-02 0.0 0.0 1.73913e-02
 2.29763  2.32072 1.72535e-02 0.0 0.0 1.72535e-02
 2.32072  2.34405 1.73344e-02 0.0 0.0 1.73344e-02
 2.34405  2.36760 1.73304e-02 0.0 0.0 1.73304e-02
 2.36760  2.39140 1.72894e-02 0.0 0.0 1.72894e-02
 2.39140  2.41543 1.71355e-02 0.0 0.0 1.71355e-02
 2.41543  2.43971 1.69852e-02 0.0 0.0 1.69852e-02
 2.43971  2.46423 1.68181e-02 0.0 0.0 1.68181e-02
 2.46423  2.48899 1.66841e-02 0.0 0.0 1.66841e-02
 2.48899  2.51401 1.66476e-02 0.0 0.0 1.66476e-02
 2.51401  2.53928 1.67119e-02 0.0 0.0 1.67119e-02
 2.53928  2.56480 1.68588e-02 0.0 0.0 1.68588e-02
 2.56480  2.59057 1.69824e-02 0.0 0.0 1.69824e-02
 2.59057  2.61661 1.69890e-02 0.0 0.0 1.69890e-02
 2.61661  2.64291 1.68533e-02 0.0 0.0 1.68533e-02
 2.64291  2.66947 1.68482e-02 0.0 0.0 1.68482e-02
 2.66947  2.69630 1.69604e-02 0.0 0.0 1.69604e-02
 2.69630  2.72340 1.68187e-02 0.0 0.0 1.68187e-02
 2.72340  2.75077 1.66648e-02 0.0 0.0 1.66648e-02
 2.75077  2.77841 1.67685e-02 0.0 0.0 1.67685e-02
 2.77841  2.80634 1.67635e-02 0.0 0.0 1.67635e-02
 2.80634  2.83454 1.66729e-02 0.0 0.0 1.66729e-02
 2.83454  2.86303 1.65262e-02 0.0 0.0 1.65262e-02
 2.86303  2.89180 1.63497e-02 0.0 0.0 1.63497e-02
 2.89180  2.92087 1.62556e-02 0.0 0.0 1.62556e-02
 2.92087  2.95022 1.61243e-02 0.0 0.0 1.61243e-02
 2.95022  2.97987 1.61631e-02 0.0 0.0 1.61631e-02
 2.97987  3.00982 1.61201e-02 0.0 0.0 1.61201e-02
 3.00982  3.04007 1.61729e-02 0.0 0.0 1.61729e-02
 3.04007  3.07062 1.61824e-02 0.0 0.0 1.61824e-02
 3.07062  3.10148 1.63131e-02 0.0 0.0 1.63131e-02
 3.10148  3.13265 1.65465e-02 0.0 0.0 1.65465e-02
 3.13265  3.16414 1.68338e-02 0.0 0.0 1.68338e-02
 3.16414  3.19594 1.71506e-02 0.0 0.0 1.71506e-02
 3.19594  3.22806 1.73486e-02 0.0 0.0 1.73486e-02
 3.22806  3.26050 1.72933e-02 0.0 0.0 1.72933e-02
 3.26050  3.29327 1.71037e-02 0.0 0.0 1.71037e-02
 3.29327  3.32637 1.75622e-02 0.0 0.0 1.75622e-02
 3.32637  3.35980 1.75807e-02 0.0 0.0 1.75807e-02
 3.35980  3.39357 1.72508e-02 0.0 0.0 1.72508e-02
 3.39357  3.42767 1.72674e-02 0.0 0.0 1.72674e-02
 3.42767  3.46212 1.72794e-02 0.0 0.0 1.72794e-02
 3.46212  3.49692 1.72703e-02 0.0 0.0 1.72703e-02
 3.49692  3.53206 1.70987e-02 0.0 0.0 1.70987e-02
 3.53206  3.56756 1.70234e-02 0.0 0.0 1.70234e-02
 3.56756  3.60341 1.69431e-02 0.0 0.0 1.69431e-02
 3.60341  3.63963 1.69242e-02 0.0 0.0 1.69242e-02
 3.63963  3.67621 1.66745e-02 0.0 0.0 1.66745e-02
 3.67621  3.71316 1.66364e-02 0.0 0.0 1.66364e-02
 3.71316  3.75047 1.66229e-02 0.0 0.0 1.66229e-02
 3.75047  3.78817 1.65040e-02 0.0 0.0 1.65040e-02
 3.78817  3.82624 1.63802e-02 0.0 0.0 1.63802e-02
 3.82624  3.86469 1.63763e-02 0.0 0.0 1.63763e-02
 3.86469  3.90353 1.64699e-02 0.0 0.0 1.64699e-02
 3.90353  3.94277 1.63789e-02 0.0 0.0 1.63789e-02
 3.94277  3.98239 1.62499e-02 0.0 0.0 1.62499e-02
 3.98239  4.02242 1.61090e-02 0.0 0.0 1.61090e-02
 4.02242  4.06284 1.60096e-02 0.0 0.0 1.60096e-02
 4.06284  4.10367 1.60285e-02 0.0 0.0 1.60285e-02
 4.10367  4.14492 1.59375e-02 0.0 0.0 1.59375e-02
 4.14492  4.18658 1.59213e-02 0.0 0.0 1.59213e-02
 4.18658  4.22865 1.58215e-02 0.0 0.0 1.58215e-02
 4.22865  4.27115 1.57606e-02 0.0 0.0 1.57606e-02
 4.27115  4.31408 1.57014e-02 0.0 0.0 1.57014e-02
 4.31408  4.35743 1.56949e-02 0.0 0.0 1.56949e-02
 4.35743  4.40123 1.57139e-02 0.0 0.0 1.57139e-02
 4.40123  4.44546 1.56969e-02 0.0 0.0 1.56969e-02
 4.44546  4.49014 1.57235e-02 0.0 0.0 1.57235e-02
 4.49014  4.53527 1.56756e-02 0.0 0.0 1.56756e-02
 4.53527  4.58085 1.56104e-02 0.0 0.0 1.56104e-02
 4.58085  4.62689 1.56110e-02 0.0 0.0 1.56110e-02
 4.62689  4.67339 1.56727e-02 0.0 0.0 1.56727e-02
 4.67339  4.72036 1.56718e-02 0.0 0.0 1.56718e-02
 4.72036  4.76780 1.56816e-02 0.0 0.0 1.56816e-02
 4.76780  4.81571 1.57686e-02 0.0 0.0 1.57686e-02
 4.81571  4.86411 1.57647e-02 0.0 0.0 1.57647e-02
 4.86411  4.91300 1.57733e-02 0.0 0.0 1.57733e-02
 4.91300  4.96237 1.58751e-02 0.0 0.0 1.58751e-02
 4.96237  5.01225 1.59326e-02 0.0 0.0 1.59326e-02
 5.01225  5.06262 1.59810e-02 0.0 0.0 1.59810e-02
 5.06262  5.11350 1.59771e-02 0.0 0.0 1.59771e-02
 5.11350  5.16490 1.60644e-02 0.0 0.0 1.60644e-02
 5.16490  5.21680 1.61273e-02 0.0 0.0 1.61273e-02
 5.21680  5.26923 1.61873e-02 0.0 0.0 1.61873e-02
 5.26923  5.32219 1.61946e-02 0.0 0.0 1.61946e-02
 5.32219  5.37568 1.63272e-02 0.0 0.0 1.63272e-02
 5.37568  5.42971 1.64096e-02 0.0 0.0 1.64096e-02
 5.42971  5.48428 1.64669e-02 0.0 0.0 1.64669e-02
 5.48428  5.53940 1.64099e-02 0.0 0.0 1.64099e-02
 5.53940  5.59507 1.65449e-02 0.0 0.0 1.65449e-02
 5.59507  5.65130 1.66580e-02 0.0 0.0 1.66580e-02
 5.65130  5.70810 1.66594e-02 0.0 0.0 1.66594e-02
 5.70810  5.76546 1.67098e-02 0.0 0.0 1.67098e-02
 5.76546  5.82341 1.67389e-02 0.0 0.0 1.67389e-02
 5.82341  5.88194 1.68202e-02 0.0 0.0 1.68202e-02
 5.88194  5.94105 1.68400e-02 0.0 0.0 1.68400e-02
 5.94105  6.00076 1.68522e-02 0.0 0.0 1.68522e-02
 6.00076  6.06107 1.67876e-02 0.0 0.0 1.67876e-02
 6.06107  6.12198 1.68016e-02 0.0 0.0 1.68016e-02
 6.12198  6.18351 1.67090e-02 0.0 0.0 1.67090e-02
 6.18351  6.24566 1.65754e-02 0.0 0.0 1.65754e-02
 6.24566  6.30843 1.64662e-02 0.0 0.0 1.64662e-02
 6.30843  6.37183 1.66171e-02 0.0 0.0 1.66171e-02
 6.37183  6.43587 1.69047e-02 0.0 0.0 1.69047e-02
 6.43587  6.50055 1.71129e-02 0.0 0.0 1.71129e-02
 6.50055  6.56588 1.70003e-02 0.0 0.0 1.70003e-02
 6.56588  6.63187 1.69558e-02 0.0 0.0 1.69558e-02
 6.63187  6.69852 1.69079e-02 0.0 0.0 1.69079e-02
 6.69852  6.76584 1.67941e-02 0.0 0.0 1.67941e-02
 6.76584  6.83384 1.68011e-02 0.0 0.0 1.68011e-02
 6.83384  6.90252 1.67929e-02 0.0 0.0 1.67929e-02
 6.90252  6.97190 1.66933e-02 0.0 0.0 1.66933e-02
 6.97190  7.04197 1.68387e-02 0.0 0.0 1.68387e-02
 7.04197  7.11274 1.68430e-02 0.0 0.0 1.68430e-02
 7.11274  7.18422 1.69374e-02 0.0 0.0 1.69374e-02
 7.18422  7.25643 1.70210e-02 0.0 0.0 1.70210e-02
 7.25643  7.32936 1.72070e-02 0.0 0.0 1.72070e-02
 7.32936  7.40302 1.73280e-02 0.0 0.0 1.73280e-02
 7.40302  7.47742 1.73852e-02 0.0 0.0 1.73852e-02
 7.47742  7.55257 1.72587e-02 0.0 0.0 1.72587e-02
 7.55257  7.62848 1.70115e-02 0.0 0.0 1.70115e-02
 7.62848  7.70514 1.73337e-02 0.0 0.0 1.73337e-02
 7.70514  7.78258 1.76013e-02 0.0 0.0 1.76013e-02
 7.78258  7.86080 1.73434e-02 0.0 0.0 1.73434e-02
 7.86080  7.93980 1.71901e-02 0.0 0.0 1.71901e-02
 7.93980  8.01960 1.72030e-02 0.0 0.0 1.72030e-02
 8.01960  8.10020 1.71185e-02 0.0 0.0 1.71185e-02
 8.10020  8.18161 1.69492e-02 0.0 0.0 1.69492e-02
 8.18161  8.26383 1.68374e-02 0.0 0.0 1.68374e-02
 8.26383  8.34689 1.67281e-02 0.0 0.0 1.67281e-02
 8.34689  8.43078 1.66335e-02 0.0 0.0 1.66335e-02
 8.43078  8.51551 1.64976e-02 0.0 0.0 1.64976e-02
 8.51551  8.60109 1.63721e-02 0.0 0.0 1.63721e-02
 8.60109  8.68753 1.62730e-02 0.0 0.0 1.62730e-02
 8.68753  8.77485 1.61557e-02 0.0 0.0 1.61557e-02
 8.77485  8.86304 1.61073e-02 0.0 0.0 1.61073e-02
 8.86304  8.95211 1.60562e-02 0.0 0.0 1.60562e-02
 8.95211  9.04208 1.60392e-02 0.0 0.0 1.60392e-02
 9.04208  9.13296 1.59881e-02 0.0 0.0 1.59881e-02
 9.13296  9.22475 1.59767e-02 0.0 0.0 1.59767e-02
 9.22475  9.31746 1.59304e-02 0.0 0.0 1.59304e-02
 9.31746  9.41110 1.59102e-02 0.0 0.0 1.59102e-02
 9.41110  9.50568 1.59064e-02 0.0 0.0 1.59064e-02
 9.50568  9.60122 1.58745e-02 0.0 0.0 1.58745e-02
 9.60122  9.69771 1.58666e-02 0.0 0.0 1.58666e-02
 9.69771  9.79518 1.58833e-02 0.0 0.0 1.58833e-02
 9.79518  9.89362 1.58787e-02 0.0 0.0 1.58787e-02
 9.89362  9.99305 1.58510e-02 0.0 0.0 1.58510e-02
 9.99305 10.09349 1.58355e-02 0.0 0.0 1.58355e-02
10.09349 10.19493 1.58188e-02 0.0 0.0 1.58188e-02
10.19493 10.29739 1.58385e-02 0.0 0.0 1.58385e-02
10.29739 10.40088 1.58620e-02 0.0 0.0 1.58620e-02
10.40088 10.50541 1.58514e-02 0.0 0.0 1.58514e-02
10.50541 10.61100 1.58275e-02 0.0 0.0 1.58275e-02
10.61100 10.71764 1.58146e-02 0.0 0.0 1.58146e-02
10.71764 10.82535 1.58280e-02 0.0 0.0 1.58280e-02
10.82535 10.93415 1.58426e-02 0.0 0.0 1.58426e-02
10.93415 11.04404 1.58724e-02 0.0 0.0 1.58724e-02
11.04404 11.15504 1.58410e-02 0.0 0.0 1.58410e-02
11.15504 11.26715 1.58400e-02 0.0 0.0 1.58400e-02
11.26715 11.38039 1.58705e-02 0.0 0.0 1.58705e-02
11.38039 11.49476 1.58593e-02 0.0 0.0 1.58593e-02
11.49476 11.61029 1.58538e-02 0.0 0.0 1.58538e-02
11.61029 11.72697 1.59151e-02 0.0 0.0 1.59151e-02
11.72697 11.84483 1.59236e-02 0.0 0.0 1.59236e-02
11.84483 11.96388 1.58753e-02 0.0 0.0 1.58753e-02
11.96388 12.08412 1.58603e-02 0.0 0.0 1.58603e-02
12.08412 12.20556 1.58591e-02 0.0 0.0 1.58591e-02
12.20556 12.32823 1.58976e-02 0.0 0.0 1.58976e-02
12.32823 12.45214 1.59445e-02 0.0 0.0 1.59445e-02
12.45214 12.57728 1.60222e-02 0.0 0.0 1.60222e-02
12.57728 12.70369 1.59405e-02 0.0 0.0 1.59405e-02
12.70369 12.83136 1.59159e-02 0.0 0.0 1.59159e-02
12.83136 12.96032 1.59202e-02 0.0 0.0 1.59202e-02
12.96032 13.09058 1.58990e-02 0.0 0.0 1.58990e-02
13.09058 13.22214 1.59181e-02 0.0 0.0 1.59181e-02
13.22214 13.35502 1.59811e-02 0.0 0.0 1.59811e-02
13.35502 13.48925 1.60015e-02 0.0 0.0 1.60015e-02
13.48925 13.62482 1.59777e-02 0.0 0.0 1.59777e-02
13.62482 13.76175 1.59719e-02 0.0 0.0 1.59719e-02
13.76175 13.90006 1.59197e-02 0.0 0.0 1.59197e-02
13.90006 14.03976 1.59580e-02 0.0 0.0 1.59580e-02
14.03976 14.18086 1.60021e-02 0.0 0.0 1.60021e-02
14.18086 14.32338 1.60532e-02 0.0 0.0 1.60532e-02
14.32338 14.46734 1.61008e-02 0.0 0.0 1.61008e-02
14.46734 14.61274 1.60697e-02 0.0 0.0 1.60697e-02
14.61274 14.75960 1.59515e-02 0.0 0.0 1.59515e-02
14.75960 14.90793 1.60187e-02 0.0 0.0 1.60187e-02
14.90793 15.05776 1.60512e-02 0.0 0.0 1.60512e-02
15.05776 15.20910 1.60329e-02 0.0 0.0 1.60329e-02
15.20910 15.36195 1.59978e-02 0.0 0.0 1.59978e-02
15.36195 15.51634 1.60122e-02 0.0 0.0 1.60122e-02
15.51634 15.67229 1.61190e-02 0.0 0.0 1.61190e-02
15.67229 15.82980 1.61638e-02 0.0 0.0 1.61638e-02
15.82980 15.98889 1.61056e-02 0.0 0.0 1.61056e-02
15.98889 16.14958 1.61443e-02 0.0 0.0 1.61443e-02
16.14958 16.31189 1.61233e-02 0.0 0.0 1.61233e-02
16.31189 16.47583 1.60546e-02 0.0 0.0 1.60546e-02
16.47583 16.64142 1.61220e-02 0.0 0.0 1.61220e-02
16.64142 16.80867 1.61448e-02 0.0 0.0 1.61448e-02
16.80867 16.97760 1.61407e-02 0.0 0.0 1.61407e-02
16.97760 17.14737 1.34509e-02 0.0 0.0 1.34509e-02
