2.8734367400 2.8792335400 2.53942011e-10 4.17881190e-12 4.17881190e-12 2.53942011e-10
2.8792335400 2.8850361800 2.51639422e-10 4.17881190e-12 4.17881190e-12 2.51639422e-10
2.8850361900 2.8908505300 2.28445753e-10 3.91473666e-12 3.91473666e-12 2.28445753e-10
2.8908505200 2.8966765800 2.42859606e-10 3.73914308e-12 3.73914308e-12 2.42859606e-10
2.8966765800 2.9025143800 2.48500424e-10 4.01090508e-12 4.01090508e-12 2.48500424e-10
2.9025143700 2.9083639400 2.49842745e-10 3.80171808e-12 3.80171808e-12 2.49842745e-10
2.9083639300 2.9142252900 2.38963734e-10 3.77662037e-12 3.77662037e-12 2.38963734e-10
2.9142252900 2.9200984600 2.47111784e-10 3.57717372e-12 3.57717372e-12 2.47111784e-10
2.9200984500 2.9259834500 2.34820112e-10 4.04235640e-12 4.04235640e-12 2.34820112e-10
2.9259834600 2.9318803200 2.46788363e-10 3.79334352e-12 3.79334352e-12 2.46788363e-10
2.9318803100 2.9377890600 2.69065511e-10 3.27107216e-12 3.27107216e-12 2.69065511e-10
2.9377890600 2.9437097200 2.60253786e-10 4.42138209e-12 4.42138209e-12 2.60253786e-10
2.9437097100 2.9496423000 2.51984681e-10 3.52852294e-12 3.52852294e-12 2.51984681e-10
2.9496423000 2.9555868400 2.40835220e-10 4.18606789e-12 4.18606789e-12 2.40835220e-10
2.9555868400 2.9615433600 2.51780465e-10 4.24234736e-12 4.24234736e-12 2.51780465e-10
2.9615433600 2.9675118900 2.45664422e-10 3.95385637e-12 3.95385637e-12 2.45664422e-10
2.9675118800 2.9734924400 2.40061962e-10 3.60412532e-12 3.60412532e-12 2.40061962e-10
2.9734924400 2.9794850500 2.54773138e-10 3.41829147e-12 3.41829147e-12 2.54773138e-10
2.9794850500 2.9854897300 2.65136048e-10 3.62962043e-12 3.62962043e-12 2.65136048e-10
2.9854897400 2.9915065200 2.51837432e-10 3.55454851e-12 3.55454851e-12 2.51837432e-10
2.9915065200 2.9975354300 2.65255556e-10 3.20546253e-12 3.20546253e-12 2.65255556e-10
2.9975354300 3.0035764900 2.57737574e-10 3.27520785e-12 3.27520785e-12 2.57737574e-10
3.0035764900 3.0096297300 2.26970317e-10 2.97056670e-12 2.97056670e-12 2.26970317e-10
3.0096297200 3.0156951600 2.55243105e-10 2.59690694e-12 2.59690694e-12 2.55243105e-10
3.0156951700 3.0217728300 2.69472134e-10 2.78532766e-12 2.78532766e-12 2.69472134e-10
3.0217728200 3.0278627300 2.62488087e-10 2.95141144e-12 2.95141144e-12 2.62488087e-10
3.0278627300 3.0339649100 2.57010161e-10 2.95877973e-12 2.95877973e-12 2.57010161e-10
3.0339649200 3.0400794000 2.64908117e-10 2.94147890e-12 2.94147890e-12 2.64908117e-10
3.0400793900 3.0462062000 2.63397278e-10 2.54190177e-12 2.54190177e-12 2.63397278e-10
3.0462061900 3.0523453500 2.62670484e-10 2.26262468e-12 2.26262468e-12 2.62670484e-10
3.0523453400 3.0584968700 2.70202487e-10 2.49860262e-12 2.49860262e-12 2.70202487e-10
3.0584968700 3.0646607900 2.86287190e-10 2.90908875e-12 2.90908875e-12 2.86287190e-10
3.0646607900 3.0708371300 2.71014817e-10 2.97322571e-12 2.97322571e-12 2.71014817e-10
3.0708371300 3.0770259200 2.66209413e-10 2.88397371e-12 2.88397371e-12 2.66209413e-10
3.0770259200 3.0832271800 2.83889877e-10 3.09301973e-12 3.09301973e-12 2.83889877e-10
3.0832271900 3.0894409500 2.77227748e-10 2.75326068e-12 2.75326068e-12 2.77227748e-10
3.0894409500 3.0956672400 2.61843525e-10 2.92296636e-12 2.92296636e-12 2.61843525e-10
3.0956672300 3.1019060700 2.78753927e-10 3.03913490e-12 3.03913490e-12 2.78753927e-10
3.1019060600 3.1081574700 2.79775411e-10 2.85183769e-12 2.85183769e-12 2.79775411e-10
3.1081574700 3.1144214700 2.66212682e-10 2.66407677e-12 2.66407677e-12 2.66212682e-10
3.1144214800 3.1206981000 2.83839054e-10 2.87599943e-12 2.87599943e-12 2.83839054e-10
3.1206981000 3.1269873700 2.78091099e-10 2.79387009e-12 2.79387009e-12 2.78091099e-10
3.1269873800 3.1332893300 2.72752863e-10 2.59283282e-12 2.59283282e-12 2.72752863e-10
3.1332893300 3.1396039800 2.88854024e-10 2.43477940e-12 2.43477940e-12 2.88854024e-10
3.1396039900 3.1459313600 2.74012453e-10 2.70019919e-12 2.70019919e-12 2.74012453e-10
3.1459313600 3.1522714900 2.65054015e-10 2.47540559e-12 2.47540559e-12 2.65054015e-10
3.1522714900 3.1586244000 2.66883152e-10 2.21978823e-12 2.21978823e-12 2.66883152e-10
