 1.47890  1.48218 1.97752e-10 0.0 0.0 1.97752e-10
 1.48218  1.48546 2.07093e-10 0.0 0.0 2.07093e-10
 1.48546  1.48874 2.12944e-10 0.0 0.0 2.12944e-10
 1.48874  1.49202 2.09003e-10 0.0 0.0 2.09003e-10
 1.49202  1.49530 2.16323e-10 0.0 0.0 2.16323e-10
 1.49530  1.49858 2.19545e-10 0.0 0.0 2.19545e-10
 1.49858  1.50186 2.23352e-10 0.0 0.0 2.23352e-10
 1.50186  1.50514 2.28337e-10 0.0 0.0 2.28337e-10
 1.50514  1.50842 2.37535e-10 0.0 0.0 2.37535e-10
 1.50842  1.51170 2.40180e-10 0.0 0.0 2.40180e-10
 1.51170  1.51498 2.43357e-10 0.0 0.0 2.43357e-10
 1.51498  1.51826 2.40627e-10 0.0 0.0 2.40627e-10
 1.51826  1.52154 2.50943e-10 0.0 0.0 2.50943e-10
 1.52154  1.52482 2.64971e-10 0.0 0.0 2.64971e-10
 1.52482  1.52810 2.68617e-10 0.0 0.0 2.68617e-10
 1.52810  1.53138 2.76773e-10 0.0 0.0 2.76773e-10
 1.53138  1.53466 2.79884e-10 0.0 0.0 2.79884e-10
 1.53466  1.53794 2.90380e-10 0.0 0.0 2.90380e-10
 1.53794  1.54122 2.96391e-10 0.0 0.0 2.96391e-10
 1.54122  1.54450 3.01183e-10 0.0 0.0 3.01183e-10
 1.54450  1.54778 3.12695e-10 0.0 0.0 3.12695e-10
 1.54778  1.55106 3.21811e-10 0.0 0.0 3.21811e-10
 1.55106  1.55434 3.25972e-10 0.0 0.0 3.25972e-10
 1.55434  1.55762 3.30437e-10 0.0 0.0 3.30437e-10
 1.55762  1.56090 3.15958e-10 0.0 0.0 3.15958e-10
 1.56090  1.56418 3.28536e-10 0.0 0.0 3.28536e-10
 1.56418  1.56746 3.36551e-10 0.0 0.0 3.36551e-10
 1.56746  1.57074 3.52961e-10 0.0 0.0 3.52961e-10
 1.57074  1.57402 3.56539e-10 0.0 0.0 3.56539e-10
 1.57402  1.57730 3.68494e-10 0.0 0.0 3.68494e-10
 1.57730  1.58058 3.62402e-10 0.0 0.0 3.62402e-10
 1.58058  1.58386 3.66640e-10 0.0 0.0 3.66640e-10
 1.58386  1.58714 3.79119e-10 0.0 0.0 3.79119e-10
 1.58714  1.59042 3.85367e-10 0.0 0.0 3.85367e-10
 1.59042  1.59370 3.90311e-10 0.0 0.0 3.90311e-10
 1.59370  1.59698 3.99218e-10 0.0 0.0 3.99218e-10
 1.59698  1.60026 4.00920e-10 0.0 0.0 4.00920e-10
 1.60026  1.60354 4.04139e-10 0.0 0.0 4.04139e-10
 1.60354  1.60682 4.05005e-10 0.0 0.0 4.05005e-10
 1.60682  1.61010 4.13751e-10 0.0 0.0 4.13751e-10
 1.61010  1.61338 4.16843e-10 0.0 0.0 4.16843e-10
 1.61338  1.61666 4.19073e-10 0.0 0.0 4.19073e-10
 1.61666  1.61994 4.22674e-10 0.0 0.0 4.22674e-10
 1.61994  1.62322 4.25142e-10 0.0 0.0 4.25142e-10
 1.62322  1.62650 4.30627e-10 0.0 0.0 4.30627e-10
 1.62650  1.62978 4.32538e-10 0.0 0.0 4.32538e-10
 1.62978  1.63306 4.31254e-10 0.0 0.0 4.31254e-10
 1.63306  1.63634 4.34226e-10 0.0 0.0 4.34226e-10
 1.63634  1.63962 4.39150e-10 0.0 0.0 4.39150e-10
 1.63962  1.64290 4.42404e-10 0.0 0.0 4.42404e-10
 1.64290  1.64618 4.44330e-10 0.0 0.0 4.44330e-10
 1.64618  1.64946 4.47816e-10 0.0 0.0 4.47816e-10
 1.64946  1.65274 4.48891e-10 0.0 0.0 4.48891e-10
 1.65274  1.65602 4.51048e-10 0.0 0.0 4.51048e-10
 1.65602  1.65930 4.50947e-10 0.0 0.0 4.50947e-10
 1.65930  1.66258 4.51227e-10 0.0 0.0 4.51227e-10
 1.66258  1.66586 4.52455e-10 0.0 0.0 4.52455e-10
 1.66586  1.66914 4.56381e-10 0.0 0.0 4.56381e-10
 1.66914  1.67242 4.54788e-10 0.0 0.0 4.54788e-10
 1.67242  1.67570 4.55190e-10 0.0 0.0 4.55190e-10
 1.67570  1.67898 4.59292e-10 0.0 0.0 4.59292e-10
 1.67898  1.68226 4.68130e-10 0.0 0.0 4.68130e-10
 1.68226  1.68554 4.67477e-10 0.0 0.0 4.67477e-10
 1.68554  1.68882 4.65954e-10 0.0 0.0 4.65954e-10
 1.68882  1.69210 4.61026e-10 0.0 0.0 4.61026e-10
 1.69210  1.69538 4.58936e-10 0.0 0.0 4.58936e-10
 1.69538  1.69866 4.57195e-10 0.0 0.0 4.57195e-10
 1.69866  1.70194 4.54701e-10 0.0 0.0 4.54701e-10
 1.70194  1.70522 4.59642e-10 0.0 0.0 4.59642e-10
 1.70522  1.70850 4.56079e-10 0.0 0.0 4.56079e-10
 1.70850  1.71178 4.52572e-10 0.0 0.0 4.52572e-10
 1.71178  1.71506 4.38583e-10 0.0 0.0 4.38583e-10
 1.71506  1.71834 4.26635e-10 0.0 0.0 4.26635e-10
 1.71834  1.72162 4.17464e-10 0.0 0.0 4.17464e-10
 1.72162  1.72490 4.15579e-10 0.0 0.0 4.15579e-10
 1.72490  1.72818 4.08197e-10 0.0 0.0 4.08197e-10
 1.72818  1.73146 4.02826e-10 0.0 0.0 4.02826e-10
 1.73146  1.73474 3.94597e-10 0.0 0.0 3.94597e-10
 1.73474  1.73802 3.88220e-10 0.0 0.0 3.88220e-10
 1.73802  1.74130 3.90513e-10 0.0 0.0 3.90513e-10
 1.74130  1.74458 3.87096e-10 0.0 0.0 3.87096e-10
 1.74458  1.74786 3.75969e-10 0.0 0.0 3.75969e-10
 1.74786  1.75114 3.64529e-10 0.0 0.0 3.64529e-10
 1.75114  1.75442 3.61636e-10 0.0 0.0 3.61636e-10
 1.75442  1.75770 3.51817e-10 0.0 0.0 3.51817e-10
 1.75770  1.76098 3.50659e-10 0.0 0.0 3.50659e-10
 1.76098  1.76426 3.49011e-10 0.0 0.0 3.49011e-10
 1.76426  1.76754 3.43356e-10 0.0 0.0 3.43356e-10
 1.76754  1.77082 3.25574e-10 0.0 0.0 3.25574e-10
 1.77082  1.77410 3.24209e-10 0.0 0.0 3.24209e-10
 1.77410  1.77738 3.10642e-10 0.0 0.0 3.10642e-10
 1.77738  1.78066 3.11885e-10 0.0 0.0 3.11885e-10
 1.78066  1.78394 3.07337e-10 0.0 0.0 3.07337e-10
 1.78394  1.78722 2.93497e-10 0.0 0.0 2.93497e-10
 1.78722  1.79050 2.98869e-10 0.0 0.0 2.98869e-10
 1.79050  1.79378 2.94507e-10 0.0 0.0 2.94507e-10
 1.79378  1.79706 2.86499e-10 0.0 0.0 2.86499e-10
 1.79706  1.80034 2.95044e-10 0.0 0.0 2.95044e-10
 1.96538  1.96972 2.74984e-10 0.0 0.0 2.74984e-10
 1.96972  1.97407 2.80701e-10 0.0 0.0 2.80701e-10
 1.97407  1.97841 2.80629e-10 0.0 0.0 2.80629e-10
 1.97841  1.98276 2.85626e-10 0.0 0.0 2.85626e-10
 1.98276  1.98711 2.85894e-10 0.0 0.0 2.85894e-10
 1.98711  1.99145 2.84133e-10 0.0 0.0 2.84133e-10
 1.99145  1.99580 2.93026e-10 0.0 0.0 2.93026e-10
 1.99580  2.00014 2.99741e-10 0.0 0.0 2.99741e-10
 2.00014  2.00449 3.06516e-10 0.0 0.0 3.06516e-10
 2.00449  2.00884 3.04573e-10 0.0 0.0 3.04573e-10
 2.00884  2.01318 3.07183e-10 0.0 0.0 3.07183e-10
 2.01318  2.01753 3.17647e-10 0.0 0.0 3.17647e-10
 2.01753  2.02187 3.15759e-10 0.0 0.0 3.15759e-10
 2.02187  2.02622 3.37125e-10 0.0 0.0 3.37125e-10
 2.02622  2.03056 3.29508e-10 0.0 0.0 3.29508e-10
 2.03056  2.03491 3.44398e-10 0.0 0.0 3.44398e-10
 2.03491  2.03926 3.54892e-10 0.0 0.0 3.54892e-10
 2.03926  2.04360 3.56121e-10 0.0 0.0 3.56121e-10
 2.04360  2.04795 3.67034e-10 0.0 0.0 3.67034e-10
 2.04795  2.05230 3.76931e-10 0.0 0.0 3.76931e-10
 2.05230  2.05664 3.76240e-10 0.0 0.0 3.76240e-10
 2.05664  2.06099 4.01061e-10 0.0 0.0 4.01061e-10
 2.06099  2.06533 3.96764e-10 0.0 0.0 3.96764e-10
 2.06533  2.06968 4.08819e-10 0.0 0.0 4.08819e-10
 2.06968  2.07402 4.14569e-10 0.0 0.0 4.14569e-10
 2.07402  2.07837 4.21705e-10 0.0 0.0 4.21705e-10
 2.07837  2.08272 4.30858e-10 0.0 0.0 4.30858e-10
 2.08272  2.08706 4.36439e-10 0.0 0.0 4.36439e-10
 2.08706  2.09141 4.45814e-10 0.0 0.0 4.45814e-10
 2.09141  2.09576 4.54209e-10 0.0 0.0 4.54209e-10
 2.09576  2.10010 4.59854e-10 0.0 0.0 4.59854e-10
 2.10010  2.10445 4.69280e-10 0.0 0.0 4.69280e-10
 2.10445  2.10879 4.74233e-10 0.0 0.0 4.74233e-10
 2.10879  2.11314 4.78278e-10 0.0 0.0 4.78278e-10
 2.11314  2.11749 4.86183e-10 0.0 0.0 4.86183e-10
 2.11749  2.12183 4.82282e-10 0.0 0.0 4.82282e-10
 2.12183  2.12618 4.96530e-10 0.0 0.0 4.96530e-10
 2.12618  2.13052 4.96859e-10 0.0 0.0 4.96859e-10
 2.13052  2.13487 5.00849e-10 0.0 0.0 5.00849e-10
 2.13487  2.13922 5.05541e-10 0.0 0.0 5.05541e-10
 2.13922  2.14356 4.95656e-10 0.0 0.0 4.95656e-10
 2.14356  2.14791 5.07313e-10 0.0 0.0 5.07313e-10
 2.14791  2.15225 5.00280e-10 0.0 0.0 5.00280e-10
 2.15225  2.15660 4.95945e-10 0.0 0.0 4.95945e-10
 2.15660  2.16095 4.95552e-10 0.0 0.0 4.95552e-10
 2.16095  2.16529 4.91698e-10 0.0 0.0 4.91698e-10
 2.16529  2.16964 4.87660e-10 0.0 0.0 4.87660e-10
 2.16964  2.17398 4.83030e-10 0.0 0.0 4.83030e-10
 2.17398  2.17833 4.77350e-10 0.0 0.0 4.77350e-10
 2.17833  2.18267 4.74719e-10 0.0 0.0 4.74719e-10
 2.18267  2.18702 4.72195e-10 0.0 0.0 4.72195e-10
 2.18702  2.19137 4.71782e-10 0.0 0.0 4.71782e-10
 2.19137  2.19571 4.66393e-10 0.0 0.0 4.66393e-10
 2.19571  2.20006 4.58922e-10 0.0 0.0 4.58922e-10
 2.20006  2.20440 4.57842e-10 0.0 0.0 4.57842e-10
 2.20440  2.20875 4.54423e-10 0.0 0.0 4.54423e-10
 2.20875  2.21310 4.61061e-10 0.0 0.0 4.61061e-10
 2.21310  2.21744 4.64316e-10 0.0 0.0 4.64316e-10
 2.21744  2.22179 4.55602e-10 0.0 0.0 4.55602e-10
 2.22179  2.22613 4.55475e-10 0.0 0.0 4.55475e-10
 2.22613  2.23048 4.61320e-10 0.0 0.0 4.61320e-10
 2.23048  2.23483 4.60853e-10 0.0 0.0 4.60853e-10
 2.23483  2.23917 4.57205e-10 0.0 0.0 4.57205e-10
 2.23917  2.24352 4.54187e-10 0.0 0.0 4.54187e-10
 2.24352  2.24787 4.49044e-10 0.0 0.0 4.49044e-10
 2.24787  2.25221 4.48323e-10 0.0 0.0 4.48323e-10
 2.25221  2.25656 4.45307e-10 0.0 0.0 4.45307e-10
 2.25656  2.26090 4.42670e-10 0.0 0.0 4.42670e-10
 2.26090  2.26525 4.39354e-10 0.0 0.0 4.39354e-10
 2.26525  2.26959 4.27786e-10 0.0 0.0 4.27786e-10
 2.26959  2.27394 4.24251e-10 0.0 0.0 4.24251e-10
 2.27394  2.27829 4.30438e-10 0.0 0.0 4.30438e-10
 2.27829  2.28263 4.22970e-10 0.0 0.0 4.22970e-10
 2.28263  2.28698 4.22925e-10 0.0 0.0 4.22925e-10
 2.28698  2.29132 4.23824e-10 0.0 0.0 4.23824e-10
 2.29132  2.29567 3.77059e-10 0.0 0.0 3.77059e-10
 2.29567  2.30002 3.40443e-10 0.0 0.0 3.40443e-10
 2.30002  2.30436 3.50650e-10 0.0 0.0 3.50650e-10
 2.30436  2.30871 3.54889e-10 0.0 0.0 3.54889e-10
 2.30871  2.31306 3.53477e-10 0.0 0.0 3.53477e-10
 2.31306  2.31740 3.51429e-10 0.0 0.0 3.51429e-10
 2.31740  2.32175 3.45939e-10 0.0 0.0 3.45939e-10
 2.32175  2.32609 3.32546e-10 0.0 0.0 3.32546e-10
 2.32609  2.33044 3.36106e-10 0.0 0.0 3.36106e-10
 2.33044  2.33479 3.39075e-10 0.0 0.0 3.39075e-10
 2.33479  2.33913 3.43712e-10 0.0 0.0 3.43712e-10
 2.33913  2.34348 3.42101e-10 0.0 0.0 3.42101e-10
 2.34348  2.34782 3.48500e-10 0.0 0.0 3.48500e-10
 2.34782  2.35217 3.54423e-10 0.0 0.0 3.54423e-10
 2.35217  2.35652 3.43806e-10 0.0 0.0 3.43806e-10
 2.35652  2.36086 3.36335e-10 0.0 0.0 3.36335e-10
 2.36086  2.36521 3.34355e-10 0.0 0.0 3.34355e-10
